path,dataset,speaker,session,stimulus_index,attempt,label,base_syllable,tone,recorded_at_utc,recording_id,extension,naming_scheme,parse_status
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0112_qia3_qia_997c2574.wav,tone_labeled,p070,session_163447d5d72e,0112,,qia3,qia,3,,997c2574,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0113_kong3_kong_d0b62eb0.wav,tone_labeled,p070,session_163447d5d72e,0113,,kong3,kong,3,,d0b62eb0,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0114_jing4_jing_0a099f4c.wav,tone_labeled,p070,session_163447d5d72e,0114,,jing4,jing,4,,0a099f4c,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0115_chang3_chang_6bc49789.wav,tone_labeled,p070,session_163447d5d72e,0115,,chang3,chang,3,,6bc49789,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0116_mai1_mai_71bffbe2.wav,tone_labeled,p070,session_163447d5d72e,0116,,mai1,mai,1,,71bffbe2,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0117_long3_long_d1de9566.wav,tone_labeled,p070,session_163447d5d72e,0117,,long3,long,3,,d1de9566,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0118_cuo1_cuo_11b7c17a.wav,tone_labeled,p070,session_163447d5d72e,0118,,cuo1,cuo,1,,11b7c17a,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0119_bao2_bao_882db098.wav,tone_labeled,p070,session_163447d5d72e,0119,,bao2,bao,2,,882db098,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0120_xiu3_xiu_431b69b6.wav,tone_labeled,p070,session_163447d5d72e,0120,,xiu3,xiu,3,,431b69b6,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0121_seng3_seng_0b2dd675.wav,tone_labeled,p070,session_163447d5d72e,0121,,seng3,seng,3,,0b2dd675,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0122_kou2_kou_033fa10c.wav,tone_labeled,p070,session_163447d5d72e,0122,,kou2,kou,2,,033fa10c,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0123_jun1_jun_18fe96e4.wav,tone_labeled,p070,session_163447d5d72e,0123,,jun1,jun,1,,18fe96e4,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0124_biao2_biao_782ba1de.wav,tone_labeled,p070,session_163447d5d72e,0124,,biao2,biao,2,,782ba1de,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0125_yan1_yan_0e014ac7.wav,tone_labeled,p070,session_163447d5d72e,0125,,yan1,yan,1,,0e014ac7,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0126_xiong3_xiong_6280d63a.wav,tone_labeled,p070,session_163447d5d72e,0126,,xiong3,xiong,3,,6280d63a,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0127_song1_song_e410775f.wav,tone_labeled,p070,session_163447d5d72e,0127,,song1,song,1,,e410775f,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0128_si1_si_e90fa7c3.wav,tone_labeled,p070,session_163447d5d72e,0128,,si1,si,1,,e90fa7c3,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0129_eng2_eng_74673e7b.wav,tone_labeled,p070,session_163447d5d72e,0129,,eng2,eng,2,,74673e7b,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0130_cao4_cao_214d65ea.wav,tone_labeled,p070,session_163447d5d72e,0130,,cao4,cao,4,,214d65ea,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0131_hao2_hao_297044f9.wav,tone_labeled,p070,session_163447d5d72e,0131,,hao2,hao,2,,297044f9,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0132_weng3_weng_82e18189.wav,tone_labeled,p070,session_163447d5d72e,0132,,weng3,weng,3,,82e18189,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0133_yvn1_yvn_4b019a12.wav,tone_labeled,p070,session_163447d5d72e,0133,,yvn1,yvn,1,,4b019a12,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0134_du3_du_3a372d9f.wav,tone_labeled,p070,session_163447d5d72e,0134,,du3,du,3,,3a372d9f,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0135_zhuang2_zhuang_01b4d212.wav,tone_labeled,p070,session_163447d5d72e,0135,,zhuang2,zhuang,2,,01b4d212,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0136_bo1_bo_f957d3ef.wav,tone_labeled,p070,session_163447d5d72e,0136,,bo1,bo,1,,f957d3ef,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0137_la3_la_64d7b7a7.wav,tone_labeled,p070,session_163447d5d72e,0137,,la3,la,3,,64d7b7a7,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0138_zheng4_zheng_b76e8fae.wav,tone_labeled,p070,session_163447d5d72e,0138,,zheng4,zheng,4,,b76e8fae,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0139_ca2_ca_d2c8ec73.wav,tone_labeled,p070,session_163447d5d72e,0139,,ca2,ca,2,,d2c8ec73,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0140_cei3_cei_5475a97b.wav,tone_labeled,p070,session_163447d5d72e,0140,,cei3,cei,3,,5475a97b,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0141_mou4_mou_c4d93305.wav,tone_labeled,p070,session_163447d5d72e,0141,,mou4,mou,4,,c4d93305,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0142_ya4_ya_ebedff4c.wav,tone_labeled,p070,session_163447d5d72e,0142,,ya4,ya,4,,ebedff4c,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0143_lv3_lv_d6972b1d.wav,tone_labeled,p070,session_163447d5d72e,0143,,lv3,lv,3,,d6972b1d,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0144_niao1_niao_6a809de3.wav,tone_labeled,p070,session_163447d5d72e,0144,,niao1,niao,1,,6a809de3,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0145_cai1_cai_d048505c.wav,tone_labeled,p070,session_163447d5d72e,0145,,cai1,cai,1,,d048505c,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0146_wai4_wai_4a86c684.wav,tone_labeled,p070,session_163447d5d72e,0146,,wai4,wai,4,,4a86c684,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0147_pan1_pan_4e5abb2a.wav,tone_labeled,p070,session_163447d5d72e,0147,,pan1,pan,1,,4e5abb2a,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0148_pou3_pou_787475bc.wav,tone_labeled,p070,session_163447d5d72e,0148,,pou3,pou,3,,787475bc,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0149_dan1_dan_b5481e8d.wav,tone_labeled,p070,session_163447d5d72e,0149,,dan1,dan,1,,b5481e8d,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0150_cen3_cen_2894a49d.wav,tone_labeled,p070,session_163447d5d72e,0150,,cen3,cen,3,,2894a49d,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0151_nao3_nao_d25eb532.wav,tone_labeled,p070,session_163447d5d72e,0151,,nao3,nao,3,,d25eb532,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0152_can2_can_218442b6.wav,tone_labeled,p070,session_163447d5d72e,0152,,can2,can,2,,218442b6,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0153_neng1_neng_1bc86691.wav,tone_labeled,p070,session_163447d5d72e,0153,,neng1,neng,1,,1bc86691,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0154_zi4_zi_f1baee2c.wav,tone_labeled,p070,session_163447d5d72e,0154,,zi4,zi,4,,f1baee2c,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0155_hu3_hu_32662389.wav,tone_labeled,p070,session_163447d5d72e,0155,,hu3,hu,3,,32662389,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0156_ni4_ni_99110c7a.wav,tone_labeled,p070,session_163447d5d72e,0156,,ni4,ni,4,,99110c7a,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0157_pian1_pian_586b92b9.wav,tone_labeled,p070,session_163447d5d72e,0157,,pian1,pian,1,,586b92b9,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0158_lai4_lai_58e0faff.wav,tone_labeled,p070,session_163447d5d72e,0158,,lai4,lai,4,,58e0faff,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0159_xian2_xian_eb8474b9.wav,tone_labeled,p070,session_163447d5d72e,0159,,xian2,xian,2,,eb8474b9,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0160_yvn3_yvn_fe8a3669.wav,tone_labeled,p070,session_163447d5d72e,0160,,yvn3,yvn,3,,fe8a3669,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0161_chai4_chai_b3ab035f.wav,tone_labeled,p070,session_163447d5d72e,0161,,chai4,chai,4,,b3ab035f,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0162_ca3_ca_5e39f7e1.wav,tone_labeled,p070,session_163447d5d72e,0162,,ca3,ca,3,,5e39f7e1,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0163_pie1_pie_0c44d549.wav,tone_labeled,p070,session_163447d5d72e,0163,,pie1,pie,1,,0c44d549,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0164_chu2_chu_bbc106af.wav,tone_labeled,p070,session_163447d5d72e,0164,,chu2,chu,2,,bbc106af,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0165_zhei1_zhei_83392f36.wav,tone_labeled,p070,session_163447d5d72e,0165,,zhei1,zhei,1,,83392f36,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0166_ye2_ye_1f6aa4c2.wav,tone_labeled,p070,session_163447d5d72e,0166,,ye2,ye,2,,1f6aa4c2,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0167_mao2_mao_af9cd3c8.wav,tone_labeled,p070,session_163447d5d72e,0167,,mao2,mao,2,,af9cd3c8,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0168_yvan1_yvan_f81d4247.wav,tone_labeled,p070,session_163447d5d72e,0168,,yvan1,yvan,1,,f81d4247,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0169_min2_min_5a8e9bc0.wav,tone_labeled,p070,session_163447d5d72e,0169,,min2,min,2,,5a8e9bc0,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0170_hong4_hong_f5b297b2.wav,tone_labeled,p070,session_163447d5d72e,0170,,hong4,hong,4,,f5b297b2,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0171_pao2_pao_ccb385a6.wav,tone_labeled,p070,session_163447d5d72e,0171,,pao2,pao,2,,ccb385a6,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0172_zhen2_zhen_2fdf72b2.wav,tone_labeled,p070,session_163447d5d72e,0172,,zhen2,zhen,2,,2fdf72b2,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0173_zhong1_zhong_b3ebc041.wav,tone_labeled,p070,session_163447d5d72e,0173,,zhong1,zhong,1,,b3ebc041,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0174_lou1_lou_a500e6b6.wav,tone_labeled,p070,session_163447d5d72e,0174,,lou1,lou,1,,a500e6b6,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0175_yong1_yong_a09aa143.wav,tone_labeled,p070,session_163447d5d72e,0175,,yong1,yong,1,,a09aa143,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0176_xuan2_xuan_adfa3261.wav,tone_labeled,p070,session_163447d5d72e,0176,,xuan2,xuan,2,,adfa3261,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0177_you4_you_051bf838.wav,tone_labeled,p070,session_163447d5d72e,0177,,you4,you,4,,051bf838,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0178_lang3_lang_d325e91f.wav,tone_labeled,p070,session_163447d5d72e,0178,,lang3,lang,3,,d325e91f,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0179_chao2_chao_b9e9dec0.wav,tone_labeled,p070,session_163447d5d72e,0179,,chao2,chao,2,,b9e9dec0,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0180_liang2_liang_aa27b1c0.wav,tone_labeled,p070,session_163447d5d72e,0180,,liang2,liang,2,,aa27b1c0,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0181_pai3_pai_e9ea0d27.wav,tone_labeled,p070,session_163447d5d72e,0181,,pai3,pai,3,,e9ea0d27,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0182_ha2_ha_0b7c8d59.wav,tone_labeled,p070,session_163447d5d72e,0182,,ha2,ha,2,,0b7c8d59,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0183_dia4_dia_2adae945.wav,tone_labeled,p070,session_163447d5d72e,0183,,dia4,dia,4,,2adae945,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0184_bei2_bei_2747b912.wav,tone_labeled,p070,session_163447d5d72e,0184,,bei2,bei,2,,2747b912,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0185_heng1_heng_b450da6f.wav,tone_labeled,p070,session_163447d5d72e,0185,,heng1,heng,1,,b450da6f,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0186_yv1_yv_5299aa34.wav,tone_labeled,p070,session_163447d5d72e,0186,,yv1,yv,1,,5299aa34,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0187_pin4_pin_e0eb80f3.wav,tone_labeled,p070,session_163447d5d72e,0187,,pin4,pin,4,,e0eb80f3,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0188_guo4_guo_81a44020.wav,tone_labeled,p070,session_163447d5d72e,0188,,guo4,guo,4,,81a44020,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0189_lang2_lang_3ed64a44.wav,tone_labeled,p070,session_163447d5d72e,0189,,lang2,lang,2,,3ed64a44,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0190_sun2_sun_26d93ddd.wav,tone_labeled,p070,session_163447d5d72e,0190,,sun2,sun,2,,26d93ddd,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0191_che1_che_0bcd0f83.wav,tone_labeled,p070,session_163447d5d72e,0191,,che1,che,1,,0bcd0f83,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0192_xing4_xing_1cced3a8.wav,tone_labeled,p070,session_163447d5d72e,0192,,xing4,xing,4,,1cced3a8,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0193_xiu1_xiu_2c64c92f.wav,tone_labeled,p070,session_163447d5d72e,0193,,xiu1,xiu,1,,2c64c92f,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0194_re1_re_a3e188d7.wav,tone_labeled,p070,session_163447d5d72e,0194,,re1,re,1,,a3e188d7,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0195_san4_san_413a5005.wav,tone_labeled,p070,session_163447d5d72e,0195,,san4,san,4,,413a5005,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0196_ta2_ta_57a91e62.wav,tone_labeled,p070,session_163447d5d72e,0196,,ta2,ta,2,,57a91e62,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0197_sen4_sen_bacc9cc1.wav,tone_labeled,p070,session_163447d5d72e,0197,,sen4,sen,4,,bacc9cc1,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0198_guo2_guo_88127130.wav,tone_labeled,p070,session_163447d5d72e,0198,,guo2,guo,2,,88127130,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0199_wen4_wen_4e11c35e.wav,tone_labeled,p070,session_163447d5d72e,0199,,wen4,wen,4,,4e11c35e,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0200_ren4_ren_8fee48b5.wav,tone_labeled,p070,session_163447d5d72e,0200,,ren4,ren,4,,8fee48b5,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0201_mian3_mian_b39407ed.wav,tone_labeled,p070,session_163447d5d72e,0201,,mian3,mian,3,,b39407ed,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0202_gui4_gui_2c957287.wav,tone_labeled,p070,session_163447d5d72e,0202,,gui4,gui,4,,2c957287,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0203_gu1_gu_c60509d2.wav,tone_labeled,p070,session_163447d5d72e,0203,,gu1,gu,1,,c60509d2,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0204_nei2_nei_7e3917b4.wav,tone_labeled,p070,session_163447d5d72e,0204,,nei2,nei,2,,7e3917b4,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0205_rong4_rong_0e3b65a9.wav,tone_labeled,p070,session_163447d5d72e,0205,,rong4,rong,4,,0e3b65a9,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0206_bai3_bai_dbda990b.wav,tone_labeled,p070,session_163447d5d72e,0206,,bai3,bai,3,,dbda990b,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0207_shei1_shei_426e636b.wav,tone_labeled,p070,session_163447d5d72e,0207,,shei1,shei,1,,426e636b,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0208_niao2_niao_d757e9e8.wav,tone_labeled,p070,session_163447d5d72e,0208,,niao2,niao,2,,d757e9e8,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0209_qiu2_qiu_47cf74f2.wav,tone_labeled,p070,session_163447d5d72e,0209,,qiu2,qiu,2,,47cf74f2,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0210_re4_re_b7e56cbb.wav,tone_labeled,p070,session_163447d5d72e,0210,,re4,re,4,,b7e56cbb,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0211_gao1_gao_8fa7ed7d.wav,tone_labeled,p070,session_163447d5d72e,0211,,gao1,gao,1,,8fa7ed7d,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0212_fa3_fa_ef3566b7.wav,tone_labeled,p070,session_163447d5d72e,0212,,fa3,fa,3,,ef3566b7,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0213_sha1_sha_4a42d672.wav,tone_labeled,p070,session_163447d5d72e,0213,,sha1,sha,1,,4a42d672,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0214_shan1_shan_c3709b5c.wav,tone_labeled,p070,session_163447d5d72e,0214,,shan1,shan,1,,c3709b5c,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0215_lou2_lou_13d81991.wav,tone_labeled,p070,session_163447d5d72e,0215,,lou2,lou,2,,13d81991,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0216_rang4_rang_f4e31cfd.wav,tone_labeled,p070,session_163447d5d72e,0216,,rang4,rang,4,,f4e31cfd,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0217_tui3_tui_4c95ba02.wav,tone_labeled,p070,session_163447d5d72e,0217,,tui3,tui,3,,4c95ba02,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0218_gui1_gui_eda1bc7b.wav,tone_labeled,p070,session_163447d5d72e,0218,,gui1,gui,1,,eda1bc7b,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0219_tie2_tie_01b0f237.wav,tone_labeled,p070,session_163447d5d72e,0219,,tie2,tie,2,,01b0f237,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0220_cen1_cen_2575122f.wav,tone_labeled,p070,session_163447d5d72e,0220,,cen1,cen,1,,2575122f,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0221_ren2_ren_6d48351b.wav,tone_labeled,p070,session_163447d5d72e,0221,,ren2,ren,2,,6d48351b,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0222_shan3_shan_764cd9e9.wav,tone_labeled,p070,session_163447d5d72e,0222,,shan3,shan,3,,764cd9e9,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0223_huang2_huang_a368bbe6.wav,tone_labeled,p070,session_163447d5d72e,0223,,huang2,huang,2,,a368bbe6,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0224_hou1_hou_eed92f09.wav,tone_labeled,p070,session_163447d5d72e,0224,,hou1,hou,1,,eed92f09,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0225_cui3_cui_463c4b81.wav,tone_labeled,p070,session_163447d5d72e,0225,,cui3,cui,3,,463c4b81,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0226_hu2_hu_d196dc58.wav,tone_labeled,p070,session_163447d5d72e,0226,,hu2,hu,2,,d196dc58,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0227_cong2_cong_8a46a3f1.wav,tone_labeled,p070,session_163447d5d72e,0227,,cong2,cong,2,,8a46a3f1,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0228_yang2_yang_41349f21.wav,tone_labeled,p070,session_163447d5d72e,0228,,yang2,yang,2,,41349f21,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0229_kan4_kan_15327346.wav,tone_labeled,p070,session_163447d5d72e,0229,,kan4,kan,4,,15327346,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0230_tie3_tie_ec00a206.wav,tone_labeled,p070,session_163447d5d72e,0230,,tie3,tie,3,,ec00a206,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0231_nu2_nu_d52675d3.wav,tone_labeled,p070,session_163447d5d72e,0231,,nu2,nu,2,,d52675d3,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0232_ou2_ou_932f63a2.wav,tone_labeled,p070,session_163447d5d72e,0232,,ou2,ou,2,,932f63a2,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0233_chun4_chun_f3f817ff.wav,tone_labeled,p070,session_163447d5d72e,0233,,chun4,chun,4,,f3f817ff,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0234_zhuai1_zhuai_c776f3ff.wav,tone_labeled,p070,session_163447d5d72e,0234,,zhuai1,zhuai,1,,c776f3ff,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0235_huan3_huan_81b0c76f.wav,tone_labeled,p070,session_163447d5d72e,0235,,huan3,huan,3,,81b0c76f,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p070/session_163447d5d72e/0236_zhai2_zhai_c146d7d3.wav,tone_labeled,p070,session_163447d5d72e,0236,,zhai2,zhai,2,,c146d7d3,.wav,legacy_session,ok
